上市公司代码,上市公司简称,门类代码,门类简称,次类代码,次类简称,大类代码,大类简称
301628,强达电路,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
301629,矽电股份,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
301631,壹连科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
301633,港迪技术,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
301636,泽润新能,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
301658,首航新能,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
301662,宏工科技,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
301665,泰禾股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
302132,中航成飞,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
430017,星昊医药,C,制造业,CE,石油、化学、生物医药,27,医药制造业
430047,诺思兰德,C,制造业,CE,石油、化学、生物医药,27,医药制造业
430090,同辉信息,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
430139,华岭股份,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
430198,微创光电,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
430300,辰光医疗,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
430418,苏轴股份,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
430425,乐创技术,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
430476,海能技术,C,制造业,CI,仪器、仪表,40,仪器仪表制造业
430478,峆一药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
430510,丰光精密,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
430556,雅达股份,C,制造业,CI,仪器、仪表,40,仪器仪表制造业
430564,天润科技,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
430685,新芝生物,C,制造业,CI,仪器、仪表,40,仪器仪表制造业
430718,合肥高科,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600000,浦发银行,J,金融业,,,66,货币金融服务
600004,白云机场,G,交通运输、仓储和邮政业,,,56,航空运输业
600006,东风股份,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600007,中国国贸,K,房地产业,,,70,房地产业
600008,首创环保,D,电力、热力、燃气及水生产和供应业,,,46,水的生产和供应业
600009,上海机场,G,交通运输、仓储和邮政业,,,56,航空运输业
600010,包钢股份,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600011,华能国际,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600012,皖通高速,G,交通运输、仓储和邮政业,,,54,道路运输业
600015,华夏银行,J,金融业,,,66,货币金融服务
600016,民生银行,J,金融业,,,66,货币金融服务
600017,日照港,G,交通运输、仓储和邮政业,,,55,水上运输业
600018,上港集团,G,交通运输、仓储和邮政业,,,55,水上运输业
600019,宝钢股份,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600020,中原高速,G,交通运输、仓储和邮政业,,,54,道路运输业
600021,上海电力,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600022,山东钢铁,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600023,浙能电力,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600025,华能水电,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600026,中远海能,G,交通运输、仓储和邮政业,,,55,水上运输业
600027,华电国际,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600028,中国石化,B,采矿业,,,07,石油和天然气开采业
600029,南方航空,G,交通运输、仓储和邮政业,,,56,航空运输业
600030,中信证券,J,金融业,,,67,资本市场服务
600031,三一重工,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600032,浙江新能,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600033,福建高速,G,交通运输、仓储和邮政业,,,54,道路运输业
600035,楚天高速,G,交通运输、仓储和邮政业,,,54,道路运输业
600036,招商银行,J,金融业,,,66,货币金融服务
600037,歌华有线,I,信息传输、软件和信息技术服务业,,,63,电信、广播电视和卫星传输服务
600038,中直股份,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
600039,四川路桥,E,建筑业,,,48,土木工程建筑业
600048,保利发展,K,房地产业,,,70,房地产业
600050,中国联通,I,信息传输、软件和信息技术服务业,,,63,电信、广播电视和卫星传输服务
600051,宁波联合,F,批发和零售业,,,51,批发业
600052,东望时代,R,文化、体育和娱乐业,,,87,广播、电视、电影和录音制作业
600053,九鼎投资,J,金融业,,,67,资本市场服务
600054,黄山旅游,N,水利、环境和公共设施管理业,,,78,公共设施管理业
600055,万东医疗,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600056,中国医药,F,批发和零售业,,,51,批发业
600057,厦门象屿,L,租赁和商务服务业,,,72,商务服务业
600058,五矿发展,F,批发和零售业,,,51,批发业
600059,古越龙山,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600060,海信视像,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600061,国投资本,J,金融业,,,67,资本市场服务
600062,华润双鹤,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600063,皖维高新,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600064,南京高科,K,房地产业,,,70,房地产业
600066,宇通客车,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600067,冠城新材,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600071,凤凰光学,C,制造业,CI,仪器、仪表,40,仪器仪表制造业
600072,中船科技,E,建筑业,,,48,土木工程建筑业
600073,光明肉业,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
600075,新疆天业,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600076,康欣新材,C,制造业,CC,木材、家具,20,木材加工和木、竹、藤、棕、草制品业
600078,澄星股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600079,人福医药,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600080,金花股份,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600081,东风科技,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600082,海泰发展,F,批发和零售业,,,51,批发业
600084,中信尼雅,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600085,同仁堂,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600088,中视传媒,R,文化、体育和娱乐业,,,87,广播、电视、电影和录音制作业
600089,特变电工,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600094,大名城,K,房地产业,,,70,房地产业
600095,湘财股份,J,金融业,,,67,资本市场服务
600096,云天化,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600097,开创国际,A,农、林、牧、渔业,,,04,渔业
600098,广州发展,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600099,林海股份,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
600100,同方股份,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600101,明星电力,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600103,青山纸业,C,制造业,CD,造纸、印刷、文教,22,造纸和纸制品业
600104,上汽集团,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600105,永鼎股份,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600106,重庆路桥,G,交通运输、仓储和邮政业,,,54,道路运输业
600107,ST尔雅,C,制造业,CB,纺织、服装、鞋帽,18,纺织服装、服饰业
600108,亚盛集团,A,农、林、牧、渔业,,,01,农业
600109,国金证券,J,金融业,,,67,资本市场服务
600110,诺德股份,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600111,北方稀土,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600113,浙江东日,L,租赁和商务服务业,,,72,商务服务业
600114,东睦股份,C,制造业,CF,金属、非金属,33,金属制品业
600115,中国东航,G,交通运输、仓储和邮政业,,,56,航空运输业
600116,三峡水利,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600117,西宁特钢,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600118,中国卫星,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600119,长江投资,G,交通运输、仓储和邮政业,,,54,道路运输业
600120,浙江东方,J,金融业,,,69,其他金融业
600121,郑州煤电,B,采矿业,,,06,煤炭开采和洗选业
600123,兰花科创,B,采矿业,,,06,煤炭开采和洗选业
600125,铁龙物流,G,交通运输、仓储和邮政业,,,53,铁路运输业
600126,杭钢股份,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600127,金健米业,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
600128,苏豪弘业,F,批发和零售业,,,51,批发业
600129,太极集团,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600130,*ST波导,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600131,国网信通,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600132,重庆啤酒,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600133,东湖高新,N,水利、环境和公共设施管理业,,,77,生态保护和环境治理业
600135,乐凯胶片,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600136,ST明诚,R,文化、体育和娱乐业,,,87,广播、电视、电影和录音制作业
600137,浪莎股份,C,制造业,CB,纺织、服装、鞋帽,18,纺织服装、服饰业
600138,中青旅,L,租赁和商务服务业,,,72,商务服务业
600141,兴发集团,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600143,金发科技,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
600148,长春一东,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600149,廊坊发展,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600150,中国船舶,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
600151,航天机电,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600152,维科技术,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600153,建发股份,L,租赁和商务服务业,,,72,商务服务业
600155,华创云信,J,金融业,,,67,资本市场服务
600156,华升股份,C,制造业,CB,纺织、服装、鞋帽,17,纺织业
600157,永泰能源,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600158,中体产业,R,文化、体育和娱乐业,,,89,体育
600159,大龙地产,E,建筑业,,,47,房屋建筑业
600160,巨化股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600161,天坛生物,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600162,香江控股,K,房地产业,,,70,房地产业
600163,中闽能源,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600165,*ST宁科,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600166,福田汽车,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600167,联美控股,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600168,武汉控股,D,电力、热力、燃气及水生产和供应业,,,46,水的生产和供应业
600169,太原重工,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600170,上海建工,E,建筑业,,,48,土木工程建筑业
600171,上海贝岭,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600172,黄河旋风,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600173,卧龙新能,K,房地产业,,,70,房地产业
600176,中国巨石,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600177,雅戈尔,C,制造业,CB,纺织、服装、鞋帽,18,纺织服装、服饰业
600178,东安动力,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600179,安通控股,G,交通运输、仓储和邮政业,,,58,多式联运和运输代理业
600180,瑞茂通,F,批发和零售业,,,51,批发业
600182,S佳通,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
600183,生益科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600184,光电股份,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600185,珠免集团,L,租赁和商务服务业,,,72,商务服务业
600186,莲花控股,C,制造业,CA,食品、饮料、烟草,14,食品制造业
600187,国中水务,D,电力、热力、燃气及水生产和供应业,,,46,水的生产和供应业
600188,兖矿能源,B,采矿业,,,06,煤炭开采和洗选业
600189,泉阳泉,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600191,华资实业,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
600192,长城电工,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600193,*ST创兴,E,建筑业,,,50,建筑装饰、装修和其他建筑业
600195,中牧股份,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600196,复星医药,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600197,伊力特,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600198,大唐电信,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600199,金种子酒,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600200,*ST苏吴,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600201,生物股份,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600202,哈空调,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
600203,福日电子,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600206,有研新材,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600207,安彩高科,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600208,衢州发展,K,房地产业,,,70,房地产业
600210,紫江企业,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
600211,西藏药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600212,绿能慧充,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600215,派斯林,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
600216,浙江医药,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600217,中再资环,C,制造业,CJ,其他制造业,42,废弃资源综合利用业
600218,全柴动力,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
600219,南山铝业,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600221,海航控股,G,交通运输、仓储和邮政业,,,56,航空运输业
600222,太龙药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600223,福瑞达,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600226,亨通股份,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600227,赤天化,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600228,*ST返利,I,信息传输、软件和信息技术服务业,,,64,互联网和相关服务
600229,城市传媒,R,文化、体育和娱乐业,,,86,新闻和出版业
600230,沧州大化,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600231,凌钢股份,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600232,金鹰股份,C,制造业,CB,纺织、服装、鞋帽,17,纺织业
600233,圆通速递,G,交通运输、仓储和邮政业,,,60,邮政业
600234,科新发展,E,建筑业,,,50,建筑装饰、装修和其他建筑业
600235,民丰特纸,C,制造业,CD,造纸、印刷、文教,22,造纸和纸制品业
600236,桂冠电力,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600237,铜峰电子,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600238,*ST椰岛,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600239,云南城投,K,房地产业,,,70,房地产业
600241,时代万恒,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600243,*ST海华,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
600246,万通发展,K,房地产业,,,70,房地产业
600248,陕建股份,E,建筑业,,,48,土木工程建筑业
600249,两面针,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600250,南京商旅,N,水利、环境和公共设施管理业,,,78,公共设施管理业
600251,冠农股份,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
600252,中恒集团,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600255,鑫科材料,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600256,广汇能源,B,采矿业,,,07,石油和天然气开采业
600257,大湖股份,A,农、林、牧、渔业,,,04,渔业
600258,首旅酒店,H,住宿和餐饮业,,,61,住宿业
600259,广晟有色,B,采矿业,,,09,有色金属矿采选业
600261,阳光照明,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600262,北方股份,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600265,ST景谷,C,制造业,CC,木材、家具,20,木材加工和木、竹、藤、棕、草制品业
600266,城建发展,K,房地产业,,,70,房地产业
600267,海正药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600268,国电南自,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600269,赣粤高速,G,交通运输、仓储和邮政业,,,54,道路运输业
600271,航天信息,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600272,开开实业,F,批发和零售业,,,51,批发业
600273,嘉化能源,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600276,恒瑞医药,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600278,东方创业,F,批发和零售业,,,51,批发业
600279,重庆港,G,交通运输、仓储和邮政业,,,55,水上运输业
600280,中央商场,F,批发和零售业,,,52,零售业
600281,华阳新材,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600282,南钢股份,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600283,钱江水利,D,电力、热力、燃气及水生产和供应业,,,46,水的生产和供应业
600284,浦东建设,E,建筑业,,,48,土木工程建筑业
600285,羚锐制药,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600287,苏豪时尚,F,批发和零售业,,,51,批发业
600288,大恒科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600289,ST信通,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600292,远达环保,N,水利、环境和公共设施管理业,,,77,生态保护和环境治理业
600293,三峡新材,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600295,鄂尔多斯,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600298,安琪酵母,C,制造业,CA,食品、饮料、烟草,14,食品制造业
600299,安迪苏,C,制造业,CA,食品、饮料、烟草,14,食品制造业
600300,维维股份,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600301,华锡有色,B,采矿业,,,09,有色金属矿采选业
600302,标准股份,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600303,曙光股份,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600305,恒顺醋业,C,制造业,CA,食品、饮料、烟草,14,食品制造业
600307,酒钢宏兴,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600308,华泰股份,C,制造业,CD,造纸、印刷、文教,22,造纸和纸制品业
600309,万华化学,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600310,广西能源,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600312,平高电气,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600313,农发种业,F,批发和零售业,,,51,批发业
600315,上海家化,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600316,洪都航空,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
600318,新力金融,J,金融业,,,66,货币金融服务
600319,亚星化学,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600320,振华重工,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
600322,津投城开,K,房地产业,,,70,房地产业
600323,瀚蓝环境,N,水利、环境和公共设施管理业,,,77,生态保护和环境治理业
600325,华发股份,K,房地产业,,,70,房地产业
600326,西藏天路,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600327,大东方,Q,卫生和社会工作,,,84,卫生
600328,中盐化工,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600329,达仁堂,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600330,天通股份,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600331,宏达股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600332,白云山,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600333,长春燃气,D,电力、热力、燃气及水生产和供应业,,,45,燃气生产和供应业
600335,国机汽车,F,批发和零售业,,,51,批发业
600336,澳柯玛,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600337,美克家居,F,批发和零售业,,,52,零售业
600338,西藏珠峰,B,采矿业,,,09,有色金属矿采选业
600339,中油工程,B,采矿业,,,11,开采专业及辅助性活动
600340,华夏幸福,K,房地产业,,,70,房地产业
600343,航天动力,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
600345,长江通信,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600346,恒力石化,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600348,华阳股份,B,采矿业,,,06,煤炭开采和洗选业
600350,山东高速,G,交通运输、仓储和邮政业,,,54,道路运输业
600351,亚宝药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600352,浙江龙盛,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600353,旭光电子,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600354,敦煌种业,A,农、林、牧、渔业,,,05,农、林、牧、渔专业及辅助性活动
600355,*ST精伦,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600356,恒丰纸业,C,制造业,CD,造纸、印刷、文教,22,造纸和纸制品业
600358,ST联合,L,租赁和商务服务业,,,72,商务服务业
600359,新农开发,A,农、林、牧、渔业,,,01,农业
600360,*ST华微,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600361,创新新材,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600362,江西铜业,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600363,联创光电,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600365,ST通葡,F,批发和零售业,,,52,零售业
600366,宁波韵升,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600367,红星发展,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600368,五洲交通,G,交通运输、仓储和邮政业,,,54,道路运输业
600369,西南证券,J,金融业,,,67,资本市场服务
600370,三房巷,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600371,万向德农,A,农、林、牧、渔业,,,05,农、林、牧、渔专业及辅助性活动
600372,中航机载,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
600373,中文传媒,R,文化、体育和娱乐业,,,86,新闻和出版业
600375,汉马科技,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600376,首开股份,K,房地产业,,,70,房地产业
600377,宁沪高速,G,交通运输、仓储和邮政业,,,54,道路运输业
600378,昊华科技,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600379,宝光股份,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600380,健康元,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600381,*ST春天,C,制造业,CA,食品、饮料、烟草,14,食品制造业
600382,广东明珠,B,采矿业,,,08,黑色金属矿采选业
600383,金地集团,K,房地产业,,,70,房地产业
600386,北巴传媒,F,批发和零售业,,,52,零售业
600388,龙净环保,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600389,江山股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600390,五矿资本,J,金融业,,,69,其他金融业
600391,航发科技,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
600392,盛和资源,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600395,盘江股份,B,采矿业,,,06,煤炭开采和洗选业
600396,华电辽能,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600397,江钨装备,F,批发和零售业,,,51,批发业
600398,海澜之家,C,制造业,CB,纺织、服装、鞋帽,18,纺织服装、服饰业
600399,抚顺特钢,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600400,红豆股份,C,制造业,CB,纺织、服装、鞋帽,18,纺织服装、服饰业
600403,大有能源,B,采矿业,,,06,煤炭开采和洗选业
600405,动力源,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600406,国电南瑞,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600408,安泰集团,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600409,三友化工,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600410,华胜天成,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600415,小商品城,L,租赁和商务服务业,,,72,商务服务业
600416,湘电股份,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600418,江淮汽车,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600419,天润乳业,C,制造业,CA,食品、饮料、烟草,14,食品制造业
600420,国药现代,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600421,*ST华嵘,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
600422,昆药集团,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600423,柳化股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600425,青松建化,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600426,华鲁恒升,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600428,中远海特,G,交通运输、仓储和邮政业,,,55,水上运输业
600429,三元股份,C,制造业,CA,食品、饮料、烟草,14,食品制造业
600433,冠豪高新,C,制造业,CD,造纸、印刷、文教,22,造纸和纸制品业
600435,北方导航,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600436,片仔癀,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600438,通威股份,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600439,瑞贝卡,C,制造业,CB,纺织、服装、鞋帽,19,皮革、毛皮、羽毛及其制品和制鞋业
600444,国机通用,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600446,金证股份,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600448,华纺股份,C,制造业,CB,纺织、服装、鞋帽,17,纺织业
600449,宁夏建材,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600452,涪陵电力,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600455,博通股份,P,教育,,,83,教育
600456,宝钛股份,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600458,时代新材,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
600459,贵研铂业,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600460,士兰微,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600461,洪城环境,D,电力、热力、燃气及水生产和供应业,,,46,水的生产和供应业
600463,空港股份,E,建筑业,,,48,土木工程建筑业
600467,好当家,A,农、林、牧、渔业,,,04,渔业
600468,百利电气,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
